"BillableHoursAmount","StaffAbbreviation","BillableHoursDate","MatterName"
"1.0","AEZ","2022-09-08","Robinson Park - General 10469.000"
"0.3","AEZ","2023-06-28","David Abernethy - General 10569.000"
"1.0","ERH","2020-01-30","Kime, Dale and Jane - Estate Planning 10207.001"
"2.9","JSM","2022-06-30","Goodlife Housing Partners, LLC - Senior Residences of Edmond 10772.001"
"0.5","CAJ","2023-05-03","Paul Harvatin - General 10908.000"
"0.2","AEZ","2023-07-13","Littlepage Group LLC - General 10293.000"
"0.1","AEZ","2022-10-28","Den-Tex Central dba Denny's Restaurant - Discrimination Claim 10784.001"
"2.0","JRJ","2023-01-12","HSI Sensing - Trademark Application Filing 10829.002"
"0.2","JRJ","2023-05-09","WDCO VENTURES LLC - General 10648.000"
"2.6","RAW","2022-03-03","Providence Pelican Investments LLC - COFO 10697.001"
"0.3","AEZ","2024-08-29","UHS of Oklahoma, LLC, dba St. Mary’s Regional Medical Center - Tennyllia Barnett 11141.001"
"0.8","TRB","2021-03-08","Last Brand, Inc. - General 10296.000"
"0.2","JRJ","2022-10-07","Lil' Jay Child Development Center LLC - Dept Edu Lit 10628.001"
"0.4","AEZ","2022-07-05","Radio & TV Experts, LLC - General 10007.000"
"0.4","RAW","2024-09-09","WDCO NYC 001 LLC - General 10572.000"
"0.5","AEZ","2021-03-19","Creekside Village, L.P. - American Benefit Life Insurance Company 10197.001"
"0.6","RAW","2024-02-16","OPERATIONREADYMIX LLC - General 10742.000"
"0.9","ERH","2024-10-30","Durant Mobile  Park, LLC - Book and Mankin Fiduciary Claims 11028.001"
"3.8","CNM","2022-07-28","1710 ORR Hotel Investment LLC - Hilton Acquisition 10722.001"
"1.7","AEZ","2022-08-25","Radio & TV Experts, LLC - General 10007.000"
"1.3","JRJ","2020-07-07","Instinct Performance LLC - General 10211.000"
"0.2","JRJ","2021-03-10","Utex Industries Inc. - General 10158.000"
"3.1","JSM","2023-02-16","WDCO NYC 001 LLC - Taconic Capital Loan 10572.005"
"0.5","RAW","2021-11-29","Compellier - GC2 General 10552.000"
"0.6","RAW","2021-09-29","DHP Commercial LLC - General 10163.000"
"0.2","AEZ","2022-10-05","Hoss Directional Services, Inc. - John Williams Age Discrimination 10709.001"
"0.4","ASW","2024-10-02","Lagunita Franchise Operations, LLC - Defense of Inspire Brands 11135.002"
"2.0","BPL","2025-02-13","Clint Sanderson - Estate Plan 11002.001"
"1.7","BPL","2020-12-04","BrewTru LLC - General 10254.000"
"4.0","JER","2022-02-10","KYLE COLEMAN OPPORTUNITY ZONE FUND LLC - Opty Zone Fund 10668.001"
"1.3","RAW","2020-03-20","The Academy - General 10258.000"
"2.5","JRJ","2022-02-16","Utex Industries Inc. - Reversible Valve Assembly 10158.013"
"2.0","JER","2021-09-08","OZSOL, LLC - Lakeview Opportunity Zone 10272.001"
"0.4","ERH","2022-05-16","UHS of Delaware, Inc., dba Horizon Mental Health Management, LLC - Karla Smith 10009.005"
"0.2","TRB","2022-08-04","ONEOK - General 10756.000"
"1.3","AEZ","2020-11-10","Courtney Maxwell v. Cheese, LLC, Skillet, LLC, FRA-19-08728 10358.001"
"1.5","TRB","2020-08-20","40 E Sunland Ave AZ LLC - General 10348.000"
"0.1","DAC","2021-11-24","Brett Brewer - General Legal Counsel 10615.000"
"3.3","CNM","2022-02-24","Nova Compression LLC - General 10692.000"
"0.3","AEZ","2019-11-11","Braver, Robert v Northstar Alarm Services C Yodel Technologies LLC (BANKRUPTCY DO NOT BILL) 10010.001"
"0.4","CAJ","2023-12-19","Grasshopper Enterprises LLC - General 10972.000"
"0.5","RAW","2024-06-19","LIBERTYBELLOK LLC - Tax Credits 10920.002"
"0.2","BPL","2023-03-08","Project Holdings LLC - Lucas0403 10155.002"
"0.7","DAC","2019-10-30","Ashmore Properties, LLC - Corporate General 10088.000"
"5.2","RAW","2022-11-08","WDCO NYC 001 LLC - Taconic Capital Loan 10572.005"
"1.3","JRJ","2024-03-11","Z-Tex Safety, LLC - Provision Patent Application 11014.001"
"2.9","JRJ","2019-10-02","Orange Leaf Holdings LLC - GC2 10025.000"
"0.3","AEZ","2021-11-10","UHS of Delaware, Inc., dba Horizon Mental Health Management, LLC - Karla Smith 10009.005"
"0.5","JER","2023-11-01","Comma Insurance - General 10203.000"
"0.6","ERH","2022-03-28","Pivot Project Development LLC - Registered Agent Update 10027.006"
"0.5","AEZ","2021-04-27","DeatschWerks LLC - Sourcetech v. DeatschWerks 10324.001"
"1.0","BPL","2021-10-26","Custom Wood Fibers - Cedar Bedding Continuation Patent 10024.002"
"1.5","WMJ","2024-02-02","The Sun Lounge - General 11010.000"
"0.8","RAW","2025-02-05","OKANA MDE, LLC - ABLE License 10877.001"
"0.5","JER","2020-01-27","Western Flyer Express LL - Rodney Timms Redemption 10125.001"
"1.3","AEZ","2023-06-28","Compellier - Cemplex Group Texas v. Exxir Capital 10552.004"
"0.4","RAW","2024-12-19","Charles Harding - General 10778.000"
"1.0","CAJ","2023-10-31","Foraker Company - Sweetwater 10330.006"
"2.2","TRB","2021-03-01","Bismarck Renaissance LLC - Company Formation 10259.000"
"1.2","JER","2022-05-26","HiVolt Energy Holdings LLC - General 10662.000"
"0.1","AEZ","2023-10-16","6th ST Exchange, LLC - 6TH ST EXCHANGE LLC v. Ravenwood Energy Holding LLC 10874.001"
"0.5","ERH","2024-06-25","ROBOAMP - General 11065.000"
"1.2","DAC","2020-05-11","Dental Depot - Sub DSO Dentist Acquisitions 10046.003"
"3.9","CNM","2022-09-26","Radio & TV Experts, LLC - General 10007.000"
"0.8","BPL","2024-10-17","Downtown Glass, Inc. - General 10029.000"
"0.3","AEZ","2020-08-27","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"0.3","JER","2019-11-05","Arcosa Specialty Materials - General 10065.000"
"1.0","BPL","2024-10-01","Apex MWD LLC - General 10716.000"
"0.3","AEZ","2022-12-02","Parathon Construction LLC - General 10838.000"
"0.2","JER","2023-01-19","The Children's Center, Inc. - Bethany Children's Health Center - Litigation 10397.004"
"1.1","JER","2020-04-24","Native Provisions LLC - General 10103.000"
"0.2","BPL","2022-06-17","Access Downhole, LLC - IP 10014.001"
"1.0","CNM","2022-04-19","Compellier - GC2 General 10552.000"
"1.2","JSM","2022-11-03","The Verge Foundation - Citizen Lease 10821.001"
"0.5","TRB","2023-05-02","Last Brand, Inc. - General 10296.000"
"1.1","JRJ","2023-04-06","Darby, Gina - Dept of Education Action Corrected 10776.002"
"0.2","BPL","2021-02-24","Resistol Services, LLC - General 10053.000"
"0.4","ERH","2023-12-01","Paul Harvatin - General 10908.000"
"3.3","TGF","2025-02-25","HARDTOFIND, LLC - General 11140.000"
"0.7","AEZ","2023-06-08","Tribune Capital Real Estate Partners LLC - Sampson v. TCREP 10892.001"
"1.4","CNM","2022-09-14","WDCO NYC 001 LLC - General 10572.000"
"1.0","CAJ","2023-08-25","Two Parkway North Hotel, LLC - Marriott Acquisition 10932.001"
"0.6","AEZ","2021-03-24","Mar-K Specialized Mfg., Inc. - Bed Wood and Parts, LLC 10005.002"
"0.2","RAW","2019-12-05","ICS v. Noles, Jade 10026.001"
"2.6","JLH","2023-07-14","Apex MWD LLC - General 10716.000"
"2.0","ERH","2022-04-13","DHP Commercial LLC - General 10163.000"
"0.6","CAJ","2024-10-07","Brett Tucker - Colley 11161.001"
"0.1","RAW","2025-03-10","WDCO NYC 001 LLC - General 10572.000"
"0.4","BPL","2023-05-30","Resistol Services, LLC - General 10053.000"
"1.4","TRB","2022-09-27","VonAllmen Capital Partners - Versatile Vehicles Acquisition 10177.006"
"0.5","ERH","2024-07-31","Obair Fence, LLC - Company Formation 11143.001"
"0.1","AEZ","2019-12-12","Rainbolt, Michael - Edward Jones 10042.001"
"0.4","AEZ","2023-02-20","Resistol Services, LLC - General 10053.000"
"0.3","TRB","2022-08-10","ONEOK - General 10756.000"
"0.1","BPL","2023-08-23","84HG LLC - General 10597.000"
"1.2","RAW","2023-01-31","555 Peoria LLC - Private Placement Offering 10792.001"
"0.3","RAW","2022-07-27","BOATHOUSE BARK LLC - General 10471.000"
"0.3","ERH","2023-05-25","Last Brand, Inc. - Logistics & Shipping 10296.026"
"2.4","JRJ","2021-05-27","Homestead Medical Clinic - General DO NOT BILL 10066.000"
"0.2","JRJ","2019-10-22","Orange Leaf Holdings LLC - GC2 10025.000"
"0.1","AEZ","2022-04-19","Radio & TV Experts, LLC - General 10007.000"
"2.1","RAW","2024-02-22","MPLS Acquisition Owner, LLC - General 11058.000"
"0.3","RAW","2025-02-21","HARDTOFIND, LLC - General 11140.000"
"1.6","JRJ","2019-11-14","Valvulas Del Pacifico - Z-Lok Locking Mechanism 10079.002"
"0.4","RAW","2022-01-11","Hornbuckle, Kimberly - Linicomn Agency Agreement 10660.001"
"1.0","JSM","2022-10-28","Donnie and Treasa Roper - General 10762.000"
"2.2","TRB","2022-02-22","MHT Consulting LLC - General 10683.000"
"0.9","JRJ","2023-06-07","Ascend Hospitality Group - STANFORD MD Trademark Infringement Litigation 10109.008"
"0.7","BPL","2024-07-29","Tier 1 Cleaning Tools, LLC - General 10432.000"
"2.2","BPL","2025-02-28","Tague, Mark - Cattle DNA Blockchain Patent 10658.001"
"0.7","TRB","2021-12-27","WDCO NYC 001 LLC - Post Closing 10572.004"
"1.5","CAJ","2023-10-10","Boundless Hospitality LLC - General 10771.000"
"1.5","JER","2019-10-31","Nelson, Jessica - Opportunity Zone 10091.001"
"0.1","AEZ","2020-09-01","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"0.3","TRB","2022-08-15","Last Brand, Inc. - General 10296.000"
"1.2","JRJ","2023-12-11","Darby, Gina - Dept of Education Action Corrected 10776.002"
"0.3","BPL","2021-04-15","DoubleBarrel Downhole Technologies - General 10090.000"
"0.9","DAC","2020-10-14","PD-Rx Pharmaceuticals, Inc. - General 10081.000"
"5.1","DAC","2021-06-16","Gutter Source, LLC - Acquisition 10558.001"
"0.5","ERH","2021-03-29","BOATHOUSE BARK LLC - General 10471.000"
"2.0","JER","2021-04-26","J Paul Williams - IRS Audit 10415.001"
"2.1","JRJ","2024-10-22","Appraisal Shield - State of Illinois 10100.003"
"0.5","JRJ","2022-06-24","Rapid Remedy Urgent Care Center PLLC - OHCA Audit Litigation 10384.002"
"0.4","RAW","2024-03-06","Windmill Mini Storage LP - Property Sale 10954.001"
"0.9","RAW","2022-06-08","CONSOLIDATED AMERICAN RESOURCES LLC - General 10654.000"
"0.5","TRB","2022-01-06","Last Brand, Inc. - General 10296.000"
"0.1","AEZ","2020-02-06","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"0.9","TRB","2020-06-25","PRAIRIE NAV FUND - Private Placement 10764.001"
"0.5","RAW","2021-05-14","HUDSON MGT LLC - General 10112.000"
"1.5","ERH","2023-11-30","Sunshine City LLC - Member Buyout 10137.002"
"1.1","ERH","2021-12-03","VonAllmen Capital Partners - Marshall County Acquisition 10177.004"
"2.6","CAJ","2024-03-06","Ascend Hospitality Group - GC2 10109.010"
"0.3","TRB","2021-05-21","Moline, Trent - General 10553.000"
"3.0","JRJ","2022-05-02","Allparts Music Corp. dba Walrus Audio - JULIA trademark Application 10368.019"
"0.2","BPL","2022-03-22","Jasco Products Company, LLC - Power Switch -Tethered 10038.002"
"1.0","ERH","2023-10-05","ONETWOONETWO LLC - General 10133.000"
"0.3","ERH","2024-08-27","Foraker Company - Bradford Plaza 10330.007"
"1.5","JSM","2021-12-22","amshot LLC - General 10132.000"
"2.2","JER","2021-06-29","Triton Value Partners SW, LLC - GC2 10095.000"
"1.2","TRB","2022-06-24","WDCO VENTURES LLC - General 10648.000"
"0.1","JER","2022-11-17","Purchase Agreement - Oak Glen RV & Mobile Home Park 10755.001"
"0.1","AEZ","2021-09-17","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"0.5","RAW","2023-02-23","OKANA MDE, LLC - ABLE License 10877.001"
"0.5","DAC","2021-09-29","WDCO NYC 001 LLC - General 10572.000"
"3.0","TGF","2024-08-12","OPERATIONREADYMIX LLC - Willoughby PSA 10742.004"
"0.7","RAW","2020-09-21","The Academy - General 10258.000"
"2.0","TGF","2024-08-13","Greg McAlister - Advanced Fiberglass 11129.005"
"0.6","CAJ","2024-05-17","Ascend Hospitality Group - GC2 10109.010"
"0.1","AEZ","2023-10-24","Santiago-Brennan McDonald's, Inc. - EEOC Charge of Discrimination 10934.001"
"0.1","AEZ","2020-06-26","Shellback General Contracting Co. - Allstate Electrical 10057.003"
"1.3","CNM","2022-06-15","PROVEN EXPLORATION LLC - General 10711.000"
"0.9","AEZ","2022-11-29","Radio & TV Experts, LLC - General 10007.000"
"0.7","RAW","2021-01-06","SKYLINE ENTERTAINMENT LLC - Lease Agreement 10412.001"
"0.4","ERH","2022-05-31","Peterson v. Brauchie 10620.001"
"0.6","CAJ","2023-12-08","Cayla Danielle Dysart - Custody 10902.001"
"0.2","RAW","2020-05-08","WDCO BROADWAY LLC - Arsenault Purchase 10172.001"
"0.5","TRB","2021-08-16","SUPBROTH LLC - Asset Purchase and Restructure 10588.001"
"0.1","AEZ","2020-02-07","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"0.5","TRB","2021-03-10","Last Brand, Inc. - General 10296.000"
"1.7","JER","2023-06-01","Wick, Wyatt and Jenifer - Comprehensive Estate Plan 10912.001"
"1.2","TRB","2022-03-09","Last Brand, Inc. - General 10296.000"
"1.5","JER","2023-08-25","Robert Wright - General 10951.000"
"2.5","ERH","2021-08-31","Last Brand, Inc. - General 10296.000"
"1.0","WMJ","2024-01-02","Endero - General 10989.000"
"1.0","AEZ","2020-08-03","Radio & TV Experts, LLC - General 10007.000"
"2.1","DAC","2020-12-19","Tanenbaum Equity Partners - Corecivic, Inc. Portfolio Purchase 10398.001"
"0.1","AEZ","2021-07-23","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"0.8","RAW","2024-12-17","MASSIE GROUP LLC - JR Sand 11056.003"
"0.7","JER","2019-10-31","Standards IT - General 10077.000"
"0.6","BPL","2021-08-18","CA Investment Management - Leslie Spray Bankruptcy 10019.001"
"0.4","WMJ","2024-04-02","Pigtracks - General 11052.000"
"1.4","BPL","2022-03-09","Jasco Products Company, LLC - Electrical Outlet 10038.048"
"0.4","DAC","2022-01-24","Sachleben, Bethany - Eviction 10641.001"
"3.4","DAC","2020-08-21","Dental Depot - Corporate General 10046.000"
"0.4","JER","2022-10-05","Nelson, Jessica - General 10091.000"
"1.2","ERH","2023-03-20","Kiamichi Youth Services for McCurtain County, Inc. - Review of DHS Rules as to Kiamichi 10868.001"
"0.3","CAJ","2024-01-11","Ascend Hospitality Group - GC2 10109.010"
"1.3","RAW","2020-09-09","Pivot Project Development LLC - WPA Development Partners 10027.001"
"1.5","HEB","2025-01-29","FIRM 10000.001"
"0.2","TRB","2021-05-27","Moline, Trent - General 10553.000"
"3.5","BPL","2022-08-31","Sharp, Forest - General 10649.000"
"1.8","ASW","2025-01-17","Lagunita Franchise Operations, LLC - Marco Smith claim 11135.001"
"2.1","DAC","2020-07-01","Dental Depot - Corporate General 10046.000"
"4.2","JRJ","2024-02-28","Ascend Hospitality Group - GC2 10109.010"
"0.3","AEZ","2023-12-20","Durant Mobile  Park, LLC - Book and Mankin Fiduciary Claims 11028.001"
"0.4","RAW","2024-04-23","Foraker Company - Bradford Plaza 10330.007"
"0.5","DAC","2022-01-20","Shiu, Jessica - EMPL Agrmnt (Annadel Medical Group) 10664.001"
"2.0","ERH","2023-08-31","CR Lending - 1902 N Qunicy St. 10637.011"
"1.0","ERH","2023-11-09","Yesand Ventures LLC - Company Formation 10992.001"
"0.8","RAW","2023-02-01","3DL OZ Fund, LLC - Opportunity Zone Fund 10864.001"
"1.2","CNM","2022-07-22","Charles Harding - Harding v. Sport Pontoon LLC 10778.001"
"0.2","AEZ","2019-10-08","Yodel Technologies, LLC - General DO NOT BILL 10010.000"
"0.8","JRJ","2021-07-12","Moore Primary Care Inc. - OHCA Audit Litigation 10070.001"
"4.4","JRJ","2022-06-10","GeoX Energy Inc - General 10191.000"
"1.0","CAJ","2024-11-06","Greg McAlister - Advanced Fiberglass 11129.005"
"0.3","AEZ","2020-12-10","Strongpoint Auto Group - General GC2 10043.008"
"0.5","RAW","2021-05-06","Colcord Hotel Investment LLC - General 10423.000"
"0.2","AEZ","2020-09-23","Askew, Angela - Andy & Alan Askew v. Angela Askew, Ind & Tee 10086.003"
"0.6","TRB","2022-07-07","Bismarck Renaissance LLC - General 10259.002"
"0.5","AEZ","2021-09-30","Hiley Acura of Fort Worth Texas - Sharifi v. Hiley Acura of Fort Worth Texas 10511.001"
"0.3","BPL","2021-10-22","Foraker Company - Development Agreement 10330.002"
"1.3","JER","2024-11-27","VonAllmen Capital Partners - Dever 10177.008"
"0.7","TRB","2022-06-09","Clubby Seltzers, LLC - General 10567.000"
"2.0","GNS","2025-03-12","Golf & Politics LLC - General 11228.000"
"0.5","ERH","2025-03-12","Providence Roofing and Construction LLC - Company Formation 11234.001"
"0.2","DAC","2019-10-10","Hullihan, Patrick - Home Renovation Dispute 10092.001"
"3.5","JER","2021-07-13","The Children's Center, Inc. - General 10397.000"
"0.5","ERH","2024-12-06","Emily Ramjee - General 11054.000"
"0.4","WMJ","2023-12-04","Therapitas, LLC-General 10979.000"
"3.0","JRJ","2024-02-14","Appraisal Shield - Utah Department of Commerce 10100.002"
"5.4","JRJ","2024-04-04","Appraisal Shield - Utah Department of Commerce 10100.002"
"0.8","AEZ","2021-01-11","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"0.1","AEZ","2022-05-16","UHS of Delaware, Inc., dba Horizon Mental Health Management, LLC - Karla Smith 10009.005"
"0.7","TRB","2022-06-20","Lucerna Company, LLC - General 10286.000"
"0.1","AEZ","2019-11-05","UHS of Delaware, Inc., dba Horizon Mental Health Management, LLC - Regina Gower - 20195045 10009.002"
"0.1","AEZ","2023-02-14","Last Brand, Inc. - Human Resources 10296.032"
"0.4","DAC","2021-10-28","Ranallo, Stacia - General 10154.000"
"0.2","JRJ","2024-10-04","Ascend Hospitality Group - GC2 10109.010"
"1.2","JER","2019-12-03","Comma Insurance - Agency 3 10203.001"
"1.5","TRB","2021-03-15","Last Brand, Inc. - General 10296.000"
"0.6","RAW","2021-10-29","WDCO NYC 001 LLC - General 10572.000"
"1.1","DAC","2021-03-05","Colcord Hotel Investment LLC - Colcord Acquisition 10423.002"
"0.4","AEZ","2021-06-02","United Mechanical, Inc. - General 10167.000"
"2.2","DAC","2021-09-08","TEP Govt Real EST Fund II, LLC - General 10589.000"
"0.2","BPL","2021-06-04","Access Downhole, LLC - Mud Motor Bearing and Top Sub Rotor Catch System 10014.006"
"2.7","BPL","2023-03-02","84HG LLC - General 10597.000"
"1.2","ERH","2023-06-19","916NW6 LLC - Revolucion Lease 10573.002"
"0.2","ERH","2024-05-14","Inspire Specialty Hospital - Longevity Health Plan 10949.001"
"0.8","CNM","2022-12-21","Trans-Tel Central LLC - General 10693.000"
"0.1","AEZ","2023-10-18","Santiago-Brennan McDonald's, Inc. - EEOC Charge of Discrimination 10934.001"
"1.6","TRB","2020-08-18","DeatschWerks LLC - Master Production and Supply Agreement 10324.002"
"0.1","AEZ","2020-09-29","Courtney Maxwell v. Cheese, LLC, Skillet, LLC, FRA-19-08728 10358.001"
"1.5","JSM","2022-03-28","Compellier - GC2 General 10552.000"
"2.9","CNM","2022-04-23","CHICAGO DT HOTEL INVESTMENT LLC - Westin Acquisition 10717.001"
"0.3","JRJ","2024-01-19","Ascend Hospitality Group - GC2 10109.010"
"0.6","JRJ","2022-05-12","NONSENSELESS LLC - General 10690.000"
"1.5","ERH","2022-08-08","Pegasus EHS, LLC, vs. MHT Consulting, et.al. 10683.002"
"0.5","ERH","2024-05-31","Cody Jennings - General 10941.000"
"1.6","JSM","2021-12-14","Compellier - GC2 General 10552.000"
"0.2","BPL","2022-08-10","R L & B Energy, LLC - Erik Williams Termination 10710.001"
"0.8","DAC","2021-09-13","Green Leaf Pharmaceutical LLC - Kola ORG LLC - Asset Sale 2021 10601.001"
"1.4","JRJ","2020-04-10","Instinct Performance LLC - Eyewear Hinge - Petition to Revive 10211.005"
"1.2","TRB","2022-04-21","Last Brand, Inc. - General 10296.000"
"0.9","AEZ","2023-02-06","Last Brand, Inc. - Human Resources 10296.032"
"1.2","ERH","2021-06-15","Stonecloud Brewing Company LLC - General 10210.000"
"1.9","RAW","2024-07-15","LIBERTYBELLOK LLC - Tax Credits 10920.002"
"0.6","RAW","2022-07-19","L&K REAL ESTATE LLC - Prospect Ave Quiet Title 10770.001"
"0.1","AEZ","2021-01-26","Braden Group LLC - General 10360.000"
"0.5","TRB","2022-09-23","Moline, Trent - General 10553.000"
"2.8","RAW","2020-09-28","WDCO BROADWAY LLC - Arsenault Purchase 10172.001"
"1.4","RAW","2021-04-23","Charlotte Hotel Investment, LLC - Charlotte Hilton Acquisition 10445.002"
"2.1","ERH","2022-03-14","Hurst v. Knauf 10028.001"
"0.7","BPL","2021-10-14","Downtown Glass, Inc. - General 10029.000"
"1.3","AEZ","2021-07-13","Q.B. Johnson Manufacturing, Inc. re: Hector Romero 10138.001"
"0.8","AEZ","2025-01-30","Durant Mobile  Park, LLC - Book and Mankin Fiduciary Claims 11028.001"
"0.5","JER","2023-03-07","Quillen, Jim - General 10494.000"
"0.3","AEZ","2024-06-18","Dodson, Sellers, Wanzer - Chad Ford Litigation 11130.001"
"0.9","WMJ","2024-11-25","FX Replay - General 10984.000"
"1.2","DAC","2020-04-09","Dental Depot - Corporate General 10046.000"
"0.4","JRJ","2021-09-23","Moore Primary Care Inc. - General 10070.000"
